collection,name,lrv,r,g,b
3D-System plus,3D Aquarell 70,29,132,139,163
3D-System plus,3D Aquarell 75,42,159,167,189
3D-System plus,3D Aquarell 80,58,188,194,214
3D-System plus,3D Aquarell 85,66,205,208,227
3D-System plus,3D Aquarell 90,79,228,232,239
3D-System plus,3D Aquarell 95,23,83,119,178
3D-System plus,3D Aquarell 100,30,111,146,205
3D-System plus,3D Aquarell 105,48,154,177,221
3D-System plus,3D Aquarell 110,57,179,193,225
3D-System plus,3D Aquarell 115,77,225,226,234
3D-System plus,3D Aquarell 120,82,238,236,238
3D-System plus,3D Lavendel 5,30,142,141,149
3D-System plus,3D Lavendel 10,43,169,167,178
3D-System plus,3D Lavendel 15,50,183,181,191
3D-System plus,3D Lavendel 20,58,199,196,202
3D-System plus,3D Lavendel 25,68,215,212,216
3D-System plus,3D Lavendel 30,75,232,228,231
3D-System plus,3D Lavendel 35,8,64,64,71
3D-System plus,3D Lavendel 40,12,88,87,96
3D-System plus,3D Lavendel 45,19,114,113,123
3D-System plus,3D Lavendel 50,36,156,155,167
3D-System plus,3D Lavendel 55,60,199,198,210
3D-System plus,3D Lavendel 60,77,232,229,236
3D-System plus,3D Lavendel 65,10,69,73,97
3D-System plus,3D Lavendel 70,16,97,100,126
3D-System plus,3D Lavendel 75,23,119,120,147
3D-System plus,3D Lavendel 80,35,146,149,176
3D-System plus,3D Lavendel 85,37,152,153,177
3D-System plus,3D Lavendel 90,42,165,167,192
3D-System plus,3D Lavendel 95,13,83,87,121
3D-System plus,3D Lavendel 100,23,117,121,157
3D-System plus,3D Lavendel 105,49,175,177,204
3D-System plus,3D Lavendel 110,49,180,179,197
3D-System plus,3D Lavendel 115,66,211,208,223
3D-System plus,3D Lavendel 120,75,227,225,237
3D-System plus,3D Lavendel 125,35,144,149,185
3D-System plus,3D Lavendel 130,44,165,168,200
3D-System plus,3D Lavendel 135,48,171,176,211
3D-System plus,3D Lavendel 140,58,191,192,226
3D-System plus,3D Lavendel 145,63,202,203,226
3D-System plus,3D Lavendel 150,64,207,208,235
3D-System plus,3D Lavendel 155,7,45,54,87
3D-System plus,3D Lavendel 160,10,53,68,115
3D-System plus,3D Lavendel 165,12,65,81,129
3D-System plus,3D Lavendel 170,12,72,82,125
3D-System plus,3D Lavendel 175,20,97,108,162
3D-System plus,3D Lavendel 180,31,131,140,188
3D-System plus,3D Velvet 5,6,57,52,70
3D-System plus,3D Velvet 10,12,93,85,100
3D-System plus,3D Velvet 15,20,120,113,125
3D-System plus,3D Velvet 20,30,149,140,152
3D-System plus,3D Velvet 25,45,178,174,180
3D-System plus,3D Velvet 30,63,211,207,211
3D-System plus,3D Velvet 35,7,64,56,87
3D-System plus,3D Velvet 40,14,101,90,115
3D-System plus,3D Velvet 45,22,129,119,140
3D-System plus,3D Velvet 50,34,154,147,163
3D-System plus,3D Velvet 55,49,185,179,189
3D-System plus,3D Velvet 60,67,218,212,219
3D-System plus,3D Velvet 65,8,70,60,101
3D-System plus,3D Velvet 70,16,109,97,132
3D-System plus,3D Velvet 75,25,137,125,155
3D-System plus,3D Velvet 80,37,160,152,175
3D-System plus,3D Velvet 85,53,190,184,199
3D-System plus,3D Velvet 90,71,224,217,227
3D-System plus,3D Velvet 95,10,79,69,123
3D-System plus,3D Velvet 100,18,113,101,146
3D-System plus,3D Velvet 105,29,146,131,167
3D-System plus,3D Velvet 110,41,170,158,187
3D-System plus,3D Velvet 115,56,199,188,209
3D-System plus,3D Velvet 120,76,231,223,234
3D-System plus,3D Viola 5,23,134,121,133
3D-System plus,3D Viola 10,35,163,152,159
3D-System plus,3D Viola 15,50,188,180,185
3D-System plus,3D Viola 20,67,217,210,212
3D-System plus,3D Viola 25,77,232,227,224
3D-System plus,3D Viola 30,82,240,235,231
3D-System plus,3D Viola 35,12,100,83,99
3D-System plus,3D Viola 40,22,138,119,133
3D-System plus,3D Viola 45,35,167,148,164
3D-System plus,3D Viola 50,49,195,178,189
3D-System plus,3D Viola 55,68,223,208,215
3D-System plus,3D Viola 60,83,245,233,235
3D-System plus,3D Viola 65,13,105,80,103
3D-System plus,3D Viola 70,15,120,90,119
3D-System plus,3D Viola 75,19,128,106,127
3D-System plus,3D Viola 80,49,170,144,168
3D-System plus,3D Viola 85,49,200,173,198
3D-System plus,3D Viola 90,67,231,208,223
3D-System plus,3D Viola 95,8,79,49,81
3D-System plus,3D Viola 100,12,114,71,112
3D-System plus,3D Viola 105,19,148,96,146
3D-System plus,3D Viola 110,18,136,97,133
3D-System plus,3D Viola 115,29,163,129,164
3D-System plus,3D Viola 120,41,192,158,188
3D-System plus,3D Flamenco 5,21,126,116,116
3D-System plus,3D Flamenco 10,42,180,166,169
3D-System plus,3D Flamenco 15,58,207,195,195
3D-System plus,3D Flamenco 20,68,221,211,209
3D-System plus,3D Flamenco 25,72,227,220,219
3D-System plus,3D Flamenco 30,82,242,234,230
3D-System plus,3D Flamenco 35,19,129,107,112
3D-System plus,3D Flamenco 40,29,155,136,141
3D-System plus,3D Flamenco 45,36,173,150,155
3D-System plus,3D Flamenco 50,44,186,167,172
3D-System plus,3D Flamenco 55,60,214,197,200
3D-System plus,3D Flamenco 60,78,240,229,226
3D-System plus,3D Flamenco 65,13,107,82,89
3D-System plus,3D Flamenco 70,19,138,104,112
3D-System plus,3D Flamenco 75,29,165,133,141
3D-System plus,3D Flamenco 80,42,192,164,168
3D-System plus,3D Flamenco 85,58,217,192,194
3D-System plus,3D Flamenco 90,82,249,233,231
3D-System plus,3D Flamenco 95,13,119,79,89
3D-System plus,3D Flamenco 100,16,139,88,101
3D-System plus,3D Flamenco 105,29,175,128,141
3D-System plus,3D Flamenco 110,42,200,159,167
3D-System plus,3D Flamenco 115,58,228,190,196
3D-System plus,3D Flamenco 120,77,250,223,226
3D-System plus,3D Flamenco 125,12,137,61,85
3D-System plus,3D Flamenco 130,16,156,78,102
3D-System plus,3D Flamenco 135,23,180,104,124
3D-System plus,3D Flamenco 140,35,203,134,152
3D-System plus,3D Flamenco 145,50,238,164,185
3D-System plus,3D Flamenco 150,67,251,205,217
3D-System plus,3D Diva 5,7,18,45,100
3D-System plus,3D Diva 10,11,58,70,121
3D-System plus,3D Diva 15,9,68,52,102
3D-System plus,3D Diva 20,11,81,71,90
3D-System plus,3D Diva 25,10,102,48,101
3D-System plus,3D Diva 30,11,133,35,92
3D-System plus,3D Blu 5,8,0,60,79
3D-System plus,3D Blu 10,28,29,140,160
3D-System plus,3D Blu 15,6,15,50,74
3D-System plus,3D Blu 20,11,0,78,117
3D-System plus,3D Blu 25,9,34,61,86
3D-System plus,3D Blu 30,15,44,90,131
3D-System plus,3D Peru 5,8,0,69,60
3D-System plus,3D Peru 10,11,0,82,73
3D-System plus,3D Peru 15,7,0,60,58
3D-System plus,3D Peru 20,18,0,113,112
3D-System plus,3D Peru 25,8,0,64,75
3D-System plus,3D Peru 30,14,0,95,113
3D-System plus,3D Verdo 5,10,46,78,38
3D-System plus,3D Verdo 10,20,55,128,40
3D-System plus,3D Verdo 15,8,19,68,45
3D-System plus,3D Verdo 20,12,0,96,48
3D-System plus,3D Verdo 25,9,39,72,65
3D-System plus,3D Verdo 30,19,0,123,94
3D-System plus,3D Oliv 5,5,36,33,33
3D-System plus,3D Oliv 10,39,209,154,0
3D-System plus,3D Oliv 15,12,87,85,52
3D-System plus,3D Oliv 20,43,194,171,0
3D-System plus,3D Oliv 25,25,135,132,18
3D-System plus,3D Oliv 30,53,199,201,11
3D-System plus,3D Brasil 5,7,82,42,38
3D-System plus,3D Brasil 10,34,240,119,0
3D-System plus,3D Brasil 15,9,92,59,37
3D-System plus,3D Brasil 20,26,182,115,41
3D-System plus,3D Brasil 25,9,74,64,48
3D-System plus,3D Brasil 30,54,255,188,0
3D-System plus,3D Rubin 5,6,82,32,43
3D-System plus,3D Rubin 10,13,178,25,45
3D-System plus,3D Rubin 15,10,126,44,33
3D-System plus,3D Rubin 20,13,173,36,25
3D-System plus,3D Rubin 25,9,99,52,34
3D-System plus,3D Rubin 30,17,203,62,16
3D-System plus,3D Pink 5,6,131,22,61
3D-System plus,3D Pink 10,18,194,65,109
3D-System plus,3D Pink 15,3,88,34,60
3D-System plus,3D Pink 20,17,183,68,124
3D-System plus,3D Pink 25,6,98,48,80
3D-System plus,3D Pink 30,19,168,84,145
3D-System plus,3D Laser 5,10,88,52,104
3D-System plus,3D Laser 10,11,123,47,97
3D-System plus,3D Laser 15,13,164,37,81
3D-System plus,3D Laser 20,13,175,17,52
3D-System plus,3D Laser 25,18,205,37,50
3D-System plus,3D Laser 30,27,246,81,0
3D-System plus,3D Laser 35,39,252,136,0
3D-System plus,3D Laser 40,45,250,163,0
3D-System plus,3D Laser 45,58,253,191,0
3D-System plus,3D Laser 50,69,239,220,41
3D-System plus,3D Laser 55,49,184,200,0
3D-System plus,3D Laser 60,36,103,178,31
3D-System plus,3D Laser 65,23,0,138,51
3D-System plus,3D Laser 70,18,0,119,94
3D-System plus,3D Laser 75,14,0,92,113
3D-System plus,3D Laser 80,11,0,74,128
3D-System plus,3D Laser 85,10,0,62,121
3D-System plus,3D Laser 90,10,46,58,118
3D-System alt,3D Grau 5,18,113,113,116
3D-System alt,3D Grau 10,28,142,139,140
3D-System alt,3D Grau 15,43,173,169,168
3D-System alt,3D Grau 20,59,199,197,196
3D-System alt,3D Grau 25,74,221,218,216
3D-System alt,3D Grau 30,85,239,233,228
3D-System alt,3D Grau 35,14,106,104,108
3D-System alt,3D Grau 40,22,130,128,130
3D-System alt,3D Grau 45,35,159,156,156
3D-System alt,3D Grau 50,51,186,184,182
3D-System alt,3D Grau 55,69,213,211,209
3D-System alt,3D Grau 60,81,231,228,224
3D-System alt,3D Schwarz-Grau,9,82,83,88
3D-System alt,3D Sepia-Grau,11,97,94,97
3D-System alt,3D Umbra-Grau,11,94,92,94
3D-System alt,3D Graphit-Grau,15,105,104,106
3D-System alt,3D Bläulich-Grau,20,118,121,127
3D-System alt,3D Schiefer-Grau,12,91,93,100
3D-System alt,3D Off White 5,85,245,234,231
3D-System alt,3D Off White 10,86,246,235,229
3D-System alt,3D Off White 35,88,234,238,231
3D-System alt,3D Off White 45,85,234,236,232
3D-System alt,3D Off White 55,83,240,234,231
3D-System alt,3D Off White 60,83,240,231,233
3D-System alt,3D Quarz 10,37,170,161,162
3D-System alt,3D Quarz 15,48,192,180,180
3D-System alt,3D Quarz 20,57,206,195,194
3D-System alt,3D Quarz 25,62,215,202,202
3D-System alt,3D Quarz 30,72,233,220,218
3D-System alt,3D Quarz 45,48,207,177,178
3D-System alt,3D Quarz 50,52,208,186,185
3D-System alt,3D Quarz 55,62,221,203,202
3D-System alt,3D Quarz 60,73,234,218,217
3D-System alt,3D Korall 5,28,157,140,140
3D-System alt,3D Korall 10,40,179,166,165
3D-System alt,3D Korall 15,62,216,201,198
3D-System alt,3D Korall 20,71,230,216,212
3D-System alt,3D Korall 25,71,226,218,215
3D-System alt,3D Korall 30,75,231,225,220
3D-System alt,3D Korall 35,39,180,160,159
3D-System alt,3D Korall 40,41,190,164,161
3D-System alt,3D Korall 45,53,205,187,185
3D-System alt,3D Korall 50,55,214,190,187
3D-System alt,3D Korall 55,70,239,211,205
3D-System alt,3D Korall 60,75,248,222,215
3D-System alt,3D Korall 65,20,151,120,119
3D-System alt,3D Korall 70,22,163,118,116
3D-System alt,3D Korall 75,33,197,140,136
3D-System alt,3D Korall 80,33,187,144,140
3D-System alt,3D Korall 85,47,213,171,166
3D-System alt,3D Korall 90,56,227,187,182
3D-System alt,3D Korall 95,6,87,69,73
3D-System alt,3D Korall 100,9,115,83,84
3D-System alt,3D Korall 105,11,130,88,89
3D-System alt,3D Korall 110,11,116,89,90
3D-System alt,3D Korall 115,14,142,94,92
3D-System alt,3D Korall 120,15,127,103,104
3D-System alt,3D Korall 125,8,130,65,69
3D-System alt,3D Korall 130,8,116,74,78
3D-System alt,3D Korall 135,15,161,92,91
3D-System alt,3D Korall 140,23,192,106,103
3D-System alt,3D Korall 145,27,199,119,116
3D-System alt,3D Korall 150,40,225,150,146
3D-System alt,3D Korall 155,16,178,86,87
3D-System alt,3D Korall 160,18,185,90,91
3D-System alt,3D Korall 165,25,220,101,102
3D-System alt,3D Korall 170,30,236,110,109
3D-System alt,3D Korall 175,41,250,142,137
3D-System alt,3D Korall 180,47,240,162,157
3D-System alt,3D Perl 5,29,173,138,122
3D-System alt,3D Perl 10,35,190,151,132
3D-System alt,3D Perl 15,46,216,169,147
3D-System alt,3D Perl 20,49,226,175,152
3D-System alt,3D Perl 25,56,231,190,171
3D-System alt,3D Perl 30,75,253,225,213
3D-System alt,3D Perl 40,42,213,164,142
3D-System alt,3D Perl 45,51,232,180,152
3D-System alt,3D Perl 50,66,252,207,185
3D-System alt,3D Perl 55,76,255,216,196
3D-System alt,3D Perl 60,81,255,228,215
3D-System alt,3D Ceramic 95,36,255,138,55
3D-System alt,3D Ceramic 100,49,255,168,109
3D-System alt,3D Ceramic 105,66,255,201,163
3D-System alt,3D Kreide 5,41,174,168,165
3D-System alt,3D Kreide 10,55,203,192,184
3D-System alt,3D Kreide 15,63,217,207,199
3D-System alt,3D Kreide 20,72,230,221,216
3D-System alt,3D Kreide 25,78,234,226,220
3D-System alt,3D Kreide 30,82,240,234,229
3D-System alt,3D Falb 5,41,187,170,157
3D-System alt,3D Falb 10,50,199,182,172
3D-System alt,3D Falb 15,58,210,198,189
3D-System alt,3D Falb 20,66,223,212,204
3D-System alt,3D Falb 25,78,235,227,222
3D-System alt,3D Falb 30,81,239,233,229
3D-System alt,3D Falb 35,20,142,119,102
3D-System alt,3D Falb 40,29,166,142,126
3D-System alt,3D Falb 45,43,196,168,148
3D-System alt,3D Falb 50,41,191,168,151
3D-System alt,3D Falb 55,58,216,194,177
3D-System alt,3D Falb 60,77,247,226,209
3D-System alt,3D Falb 65,28,170,139,116
3D-System alt,3D Falb 70,50,216,182,158
3D-System alt,3D Falb 75,58,230,195,170
3D-System alt,3D Falb 80,67,247,211,181
3D-System alt,3D Caramel 5,41,183,169,154
3D-System alt,3D Caramel 10,50,196,184,172
3D-System alt,3D Caramel 15,59,210,199,189
3D-System alt,3D Caramel 20,68,223,214,207
3D-System alt,3D Caramel 25,78,234,227,221
3D-System alt,3D Caramel 30,81,238,234,230
3D-System alt,3D Caramel 35,20,139,120,100
3D-System alt,3D Caramel 40,27,159,138,122
3D-System alt,3D Caramel 45,41,186,169,149
3D-System alt,3D Caramel 50,58,216,198,178
3D-System alt,3D Caramel 55,68,229,212,194
3D-System alt,3D Caramel 60,82,247,233,219
3D-System alt,3D Caramel 65,48,208,178,146
3D-System alt,3D Caramel 70,59,224,202,178
3D-System alt,3D Caramel 75,68,239,215,190
3D-System alt,3D Caramel 80,77,252,226,200
3D-System alt,3D Caramel 85,77,245,226,206
3D-System alt,3D Caramel 90,88,250,238,227
3D-System alt,3D Caramel 95,40,205,162,110
3D-System alt,3D Caramel 100,48,233,177,107
3D-System alt,3D Caramel 105,52,254,183,74
3D-System alt,3D Caramel 110,66,251,210,158
3D-System alt,3D Caramel 115,73,255,218,163
3D-System alt,3D Caramel 120,76,255,225,182
3D-System alt,3D Herba 5,29,141,149,127
3D-System alt,3D Herba 10,34,157,161,140
3D-System alt,3D Herba 15,43,173,176,156
3D-System alt,3D Herba 20,57,197,200,178
3D-System alt,3D Herba 25,72,220,222,207
3D-System alt,3D Herba 30,88,243,242,230
3D-System alt,3D Herba 40,44,155,191,88
3D-System alt,3D Herba 45,53,176,205,105
3D-System alt,3D Herba 50,71,210,231,155
3D-System alt,3D Herba 55,76,215,234,171
3D-System alt,3D Herba 60,88,243,243,223
3D-System alt,3D Moos 95,30,127,156,83
3D-System alt,3D Moos 100,40,154,176,118
3D-System alt,3D Moos 105,40,161,174,133
3D-System alt,3D Moos 110,58,191,209,160
3D-System alt,3D Moos 115,77,224,233,197
3D-System alt,3D Moos 120,82,233,241,210
3D-System alt,3D Palm 5,11,79,96,93
3D-System alt,3D Palm 10,11,90,97,96
3D-System alt,3D Palm 15,14,95,109,101
3D-System alt,3D Palm 20,18,112,118,115
3D-System alt,3D Palm 25,29,124,150,131
3D-System alt,3D Palm 30,42,151,180,163
3D-System alt,3D Palm 35,8,57,89,79
3D-System alt,3D Palm 40,10,57,102,80
3D-System alt,3D Palm 45,10,71,100,88
3D-System alt,3D Palm 50,13,60,113,88
3D-System alt,3D Palm 55,17,70,125,98
3D-System alt,3D Palm 60,18,87,122,104
3D-System alt,3D Palm 65,11,24,109,77
3D-System alt,3D Palm 70,13,46,116,84
3D-System alt,3D Palm 75,17,64,129,96
3D-System alt,3D Mint 65,19,44,135,102
3D-System alt,3D Mint 70,18,75,132,109
3D-System alt,3D Mint 75,27,84,157,125
3D-System alt,3D Mint 80,41,112,183,154
3D-System alt,3D Mint 85,41,129,177,154
3D-System alt,3D Mint 90,77,205,233,214
3D-System alt,3D Marin 5,43,157,173,188
3D-System alt,3D Marin 10,51,175,188,198
3D-System alt,3D Marin 15,59,192,200,209
3D-System alt,3D Marin 20,68,211,216,219
3D-System alt,3D Marin 25,79,230,228,227
3D-System alt,3D Marin 30,82,237,233,231
3D-System alt,3D Marin 35,18,95,117,139
3D-System alt,3D Marin 40,28,122,144,165
3D-System alt,3D Marin 45,43,152,173,192
3D-System alt,3D Marin 50,59,179,200,217
3D-System alt,3D Marin 55,68,199,214,227
3D-System alt,3D Marin 60,80,225,233,237
3D-System alt,3D Marin 65,17,0,116,165
3D-System alt,3D Marin 70,24,53,135,185
3D-System alt,3D Marin 75,40,99,169,216
3D-System alt,3D Marin 80,51,157,188,216
3D-System alt,3D Marin 85,59,178,201,222
3D-System alt,3D Marin 90,74,212,227,237
3D-System alt,3D Astra 5,35,151,155,167
3D-System alt,3D Astra 10,49,181,184,191
3D-System alt,3D Astra 15,58,194,199,208
3D-System alt,3D Astra 20,68,213,215,219
3D-System alt,3D Astra 25,72,220,220,226
3D-System alt,3D Astra 30,77,230,228,231
3D-System alt,3D Astra 35,42,161,169,187
3D-System alt,3D Astra 40,50,179,184,197
3D-System alt,3D Astra 45,68,211,214,224
3D-System alt,3D Astra 50,74,215,223,233
3D-System alt,3D Astra 55,81,231,233,236
3D-System alt,3D Astra 60,80,229,233,237
3D-System alt,3D Astra 65,17,100,114,139
3D-System alt,3D Astra 70,29,131,144,168
3D-System alt,3D Astra 75,42,158,169,192
3D-System alt,3D Astra 80,58,187,197,216
3D-System alt,3D Litho 5,15,105,102,128
3D-System alt,3D Litho 10,24,135,131,152
3D-System alt,3D Litho 15,38,163,161,174
3D-System alt,3D Litho 20,50,187,185,192
3D-System alt,3D Litho 25,71,222,217,221
3D-System alt,3D Litho 30,81,237,232,231
3D-System alt,3D Amethyst 5,6,74,76,82
3D-System alt,3D Amethyst 10,11,95,94,100
3D-System alt,3D Amethyst 15,29,147,144,150
3D-System alt,3D Amethyst 20,53,193,189,194
3D-System alt,3D Amethyst 25,72,225,220,220
3D-System alt,3D Amethyst 30,78,233,229,227
3D-System alt,3D Amethyst 35,12,97,94,107
3D-System alt,3D Amethyst 40,29,147,143,154
3D-System alt,3D Amethyst 45,42,176,168,181
3D-System alt,3D Amethyst 50,50,187,181,191
3D-System alt,3D Amethyst 55,67,218,210,218
3D-System alt,3D Amethyst 60,80,234,227,229
3D-System alt,3D Amethyst 65,6,72,71,89
3D-System alt,3D Amethyst 70,11,98,90,110
3D-System alt,3D Amethyst 75,14,113,103,127
3D-System alt,3D Amethyst 80,42,177,167,185
3D-System alt,3D Amethyst 85,58,202,194,206
3D-System alt,3D Amethyst 90,78,233,226,232
3D-System alt,3D Amethyst 95,6,75,69,102
3D-System alt,3D Amethyst 100,11,99,89,116
3D-System alt,3D Amethyst 105,19,127,112,145
3D-System alt,3D Amethyst 110,29,147,138,161
3D-System alt,3D Amethyst 115,58,206,193,213
3D-System alt,3D Amethyst 120,77,234,224,234
3D-System alt,3D Atmo 5,42,176,169,180
3D-System alt,3D Atmo 10,50,192,183,195
3D-System alt,3D Atmo 15,58,205,197,206
3D-System alt,3D Atmo 20,77,233,224,228
3D-System alt,3D Atmo 25,82,238,230,231
3D-System alt,3D Clematis 5,14,117,99,113
3D-System alt,3D Clematis 10,22,141,123,135
3D-System alt,3D Clematis 15,34,167,153,160
3D-System alt,3D Clematis 20,49,192,182,185
3D-System alt,3D Clematis 25,67,217,210,210
3D-System alt,3D Clematis 30,77,233,226,223
3D-System alt,3D Clematis 35,11,117,88,108
3D-System alt,3D Clematis 40,18,135,109,126
3D-System alt,3D Clematis 45,27,162,135,148
3D-System alt,3D Clematis 50,42,189,166,175
3D-System alt,3D Clematis 55,57,212,192,198
3D-System alt,3D Clematis 60,77,243,225,225
3D-System alt,3D Clematis 65,7,107,67,96
3D-System alt,3D Clematis 70,12,141,75,115
3D-System alt,3D Clematis 75,14,133,93,117
3D-System alt,3D Clematis 80,18,149,105,130
3D-System alt,3D Clematis 85,35,181,146,165
3D-System alt,3D Clematis 90,67,238,205,214
3D-System alt,3D Alucryl 5,,142,145,149
3D-System alt,3D Alucryl 10,,158,127,122
3D-System alt,3D Alucryl 15,,159,137,124
3D-System alt,3D Alucryl 20,,150,137,123
3D-System alt,3D Alucryl 25,,135,136,133
3D-System alt,3D Alucryl 30,,141,148,137
3D-System alt,3D Alucryl 35,,131,140,145
3D-System alt,3D Alucryl 40,,127,139,148
3D-System alt,3D Alucryl 45,,125,134,144
3D-System alt,3D Alucryl 50,,132,132,140
3D-System alt,3D Alucryl 55,,129,126,130
3D-System alt,3D Alucryl 60,,124,117,123
3D-System alt,3D Alucryl 65,,139,130,131
3D-System alt,3D Alucryl 70,,153,144,137
3D-System alt,3D Alucryl 75,,146,143,134
3D-System alt,3D Alucryl 80,,144,145,147
3D-System alt,3D Alucryl 85,,135,138,143
3D-System alt,3D Alucryl 90,,142,139,141
AmphiSilan-Volltonfarbe,AS-VT Gelb,75,242,221,36
AmphiSilan-Volltonfarbe,AS-VT Ocker,36,210,152,63
AmphiSilan-Volltonfarbe,AS-VT Oxidorange,13,166,79,56
AmphiSilan-Volltonfarbe,AS-VT Oxidrot,8,127,64,57
AmphiSilan-Volltonfarbe,AS-VT Umbra,13,120,97,59
AmphiSilan-Volltonfarbe,AS-VT Oxidbraun,10,119,84,61
AmphiSilan-Volltonfarbe,AS-VT Schwarz,4,57,55,55
AmphiSilan-Volltonfarbe,AS-VT Ultramarin,12,54,81,167
AmphiSilan-Volltonfarbe,AS-VT Kobaltblau,18,0,116,159
AmphiSilan-Volltonfarbe,AS-VT Grün,14,79,108,69
Capadecor,CapaGold,,227,176,65
Capadecor,CapaSilber,,183,181,181
Capadur Holzlasuren,Capadur Kiefer,,209,142,52
Capadur Holzlasuren,Capadur Eiche,,182,132,54
Capadur Holzlasuren,Capadur Walnuss,,180,120,46
Capadur Holzlasuren,Capadur Nussbaum,,145,98,53
Capadur Holzlasuren,Capadur Palisander,,138,85,36
Capadur Holzlasuren,Capadur Teak,,190,121,51
Capadur Holzlasuren,Capadur Mahagoni,,188,85,1
Capadur Holzlasuren,Capadur Ebenholz,,118,102,78
Capadur Holzlasuren,Capadur Weiss,,235,224,207
Capadur Holzlasuren,Capadur Kalkweiss,,237,231,217
Capadur Holz-Öle,Capadur Oel Bangkirai,,146,98,76
Capadur Holz-Öle,Capadur Oel Douglasie,,203,132,69
Capadur Holz-Öle,Capadur Oel Teak,,152,92,49
Capadur Zaunlasur,Capadur ZL Kiefer hell,,185,127,75
Capadur Zaunlasur,Capadur ZL Eiche hell,,178,131,78
Capadur Zaunlasur,Capadur ZL Palisander,,131,89,66
Capadur Zaunlasur,Capadur ZL Wenge,,83,73,67
Capadur Zaunlasur,Capadur ZL Nussbaum,,127,90,70
CaparolColor Compact,AVA Rot,13,189,47,53
CaparolColor Compact,AVA Magenta,11,152,59,90
CaparolColor Compact,AVA Violett,7,73,64,108
CaparolColor Compact,AVA Weiß,90,246,244,239
CaparolColor Compact,AVA Blau,7,47,72,113
CaparolColor Compact,AVA Grün,10,33,96,85
CaparolColor Compact,AVA Grüngelb,70,240,219,47
CaparolColor Compact,AVA Gelb,64,249,206,0
CaparolColor Compact,AVA Orange,26,238,85,41
CaparolColor Compact,AVA Umbra,10,102,88,66
CaparolColor Compact,AVA Ocker,26,180,129,64
CaparolColor Compact,AVA Rotbraun,10,136,70,61
CaparolColor Compact,AVA Dunkelbraun,7,101,75,72
CaparolColor Compact,AVA Schwarz,5,65,64,63
CaparolColor Compact,CC Meteor 18,79,228,226,224
CaparolColor Compact,CC Kiesel 18,79,232,229,225
CaparolColor Compact,CC Graphit 18,80,234,231,229
CaparolColor Compact,CC Elsass 0,11,121,77,82
CaparolColor Compact,CC Elsass 12,24,168,117,128
CaparolColor Compact,CC Elsass 13,38,196,148,159
CaparolColor Compact,CC Elsass 14,49,212,172,182
CaparolColor Compact,CC Elsass 15,60,223,192,200
CaparolColor Compact,CC Elsass 16,70,233,208,215
CaparolColor Compact,CC Elsass 18,79,241,223,227
CaparolColor Compact,CC Ara 0,14,174,65,65
CaparolColor Compact,CC Ara 12,23,209,93,97
CaparolColor Compact,CC Ara 13,34,226,125,127
CaparolColor Compact,CC Ara 14,44,235,151,153
CaparolColor Compact,CC Ara 15,54,241,173,175
CaparolColor Compact,CC Ara 16,63,245,193,194
CaparolColor Compact,CC Ara 18,75,247,215,216
CaparolColor Compact,CC Parma 0,12,149,74,67
CaparolColor Compact,CC Parma 12,23,183,110,106
CaparolColor Compact,CC Parma 13,37,207,143,139
CaparolColor Compact,CC Parma 14,48,219,168,165
CaparolColor Compact,CC Parma 15,59,229,188,186
CaparolColor Compact,CC Parma 16,68,236,205,203
CaparolColor Compact,CC Parma 18,79,244,223,221
CaparolColor Compact,CC Madeira 0,16,165,89,66
CaparolColor Compact,CC Madeira 12,28,208,126,89
CaparolColor Compact,CC Madeira 13,41,228,155,116
CaparolColor Compact,CC Madeira 14,52,240,178,142
CaparolColor Compact,CC Madeira 15,61,245,196,166
CaparolColor Compact,CC Madeira 16,70,247,211,186
CaparolColor Compact,CC Madeira 18,79,250,227,210
CaparolColor Compact,CC Sanddorn 0,25,219,99,63
CaparolColor Compact,CC Sanddorn 12,37,236,135,87
CaparolColor Compact,CC Sanddorn 13,49,244,166,117
CaparolColor Compact,CC Sanddorn 14,59,248,189,145
CaparolColor Compact,CC Sanddorn 15,67,249,205,169
CaparolColor Compact,CC Sanddorn 16,74,250,219,191
CaparolColor Compact,CC Sanddorn 18,82,248,230,212
CaparolColor Compact,CC Terra 0,16,154,98,65
CaparolColor Compact,CC Terra 12,29,192,133,88
CaparolColor Compact,CC Terra 13,41,215,162,117
CaparolColor Compact,CC Terra 14,52,227,183,144
CaparolColor Compact,CC Terra 15,61,236,199,165
CaparolColor Compact,CC Terra 16,70,242,215,189
CaparolColor Compact,CC Terra 18,79,246,228,211
CaparolColor Compact,CC Aprikose 0,29,215,123,57
CaparolColor Compact,CC Aprikose 12,40,233,150,75
CaparolColor Compact,CC Aprikose 13,53,248,181,103
CaparolColor Compact,CC Aprikose 14,61,251,197,129
CaparolColor Compact,CC Aprikose 15,68,253,211,155
CaparolColor Compact,CC Aprikose 16,74,251,221,178
CaparolColor Compact,CC Aprikose 18,81,249,230,201
CaparolColor Compact,CC Cognac 0,28,200,127,63
CaparolColor Compact,CC Cognac 12,44,228,167,95
CaparolColor Compact,CC Cognac 13,56,241,192,125
CaparolColor Compact,CC Cognac 14,65,244,207,150
CaparolColor Compact,CC Cognac 15,72,247,218,173
CaparolColor Compact,CC Cognac 16,78,248,227,193
CaparolColor Compact,CC Cognac 18,83,245,233,212
CaparolColor Compact,CC Mandarin 0,39,228,154,55
CaparolColor Compact,CC Mandarin 12,52,245,183,86
